date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:31:13	1430/1430	---M--	200	added ('OK')	text/css	date:Tue,%2012%20Nov%202019%2007:19:52%20GMT	https://kwasu.edu.ng/wp-content/themes/unicamp/assets/libs/growl/css/jquery.growl.min.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/themes/unicamp/assets/libs/growl/css/jquery.growl.min.css	(from https://kwasu.edu.ng/)
15:31:14	81891/81891	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2009:49:16%20GMT	https://kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/woocommerce.min.css?ver=1736416156	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/woocommerce.minfb9a.css	(from https://kwasu.edu.ng/)
15:31:14	9921/9921	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Jul%202024%2017:35:44%20GMT	https://kwasu.edu.ng/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css	(from https://kwasu.edu.ng/)
15:31:14	19929/19929	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2009:49:16%20GMT	https://kwasu.edu.ng/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1736416156	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfb9a.css	(from https://kwasu.edu.ng/)
15:31:15	505517/505517	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2009:49:17%20GMT	https://kwasu.edu.ng/wp-content/cache/background-css/kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/style.min.css?ver=1736416156&wpr_t=1736845834	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/cache/background-css/kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/style.min402c.css	(from https://kwasu.edu.ng/)
15:31:16	1174/1174	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Jul%202024%2017:19:45%20GMT	https://kwasu.edu.ng/wp-content/uploads/elementor/css/post-3424.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/elementor/css/post-3424.css	(from https://kwasu.edu.ng/)
15:31:17	11530/11530	---M--	200	added ('OK')	text/css	date:Sun,%2023%20Oct%202022%2017:54:44%20GMT	https://kwasu.edu.ng/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css	(from https://kwasu.edu.ng/)
15:31:17	117061/117061	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Jul%202024%2017:35:44%20GMT	https://kwasu.edu.ng/wp-content/plugins/elementor/assets/css/frontend-lite.min.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/plugins/elementor/assets/css/frontend-lite.min.css	(from https://kwasu.edu.ng/)
15:31:17	62333/62333	---M--	200	added ('OK')	text/css	date:Mon,%2001%20Jul%202024%2017:31:29%20GMT	https://kwasu.edu.ng/wp-content/uploads/elementor/css/global.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/elementor/css/global.css	(from https://kwasu.edu.ng/)
15:31:17	59657/59657	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Dec%202024%2015:30:22%20GMT	https://kwasu.edu.ng/wp-content/uploads/elementor/css/post-2136.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/elementor/css/post-2136.css	(from https://kwasu.edu.ng/)
15:31:17	10574/10574	---M--	200	added ('OK')	text/css	date:Fri,%2013%20Dec%202024%2000:26:20%20GMT	https://kwasu.edu.ng/wp-content/uploads/elementor/css/post-2979.css	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/elementor/css/post-2979.css	(from https://kwasu.edu.ng/)
15:31:19	37512/37512	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2009:49:16%20GMT	https://kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/events-manager.css?ver=1736416156	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/events-managerfb9a.css	(from https://kwasu.edu.ng/)
15:31:19	320682/320682	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2009:49:16%20GMT	https://kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/tutor-lms.min.css?ver=1736416156	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/cache/min/1/wp-content/themes/unicamp/tutor-lms.minfb9a.css	(from https://kwasu.edu.ng/)
15:31:20	37892/37892	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2009:49:17%20GMT	https://kwasu.edu.ng/wp-content/cache/background-css/kwasu.edu.ng/wp-content/cache/min/1/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helper.css?ver=1736416156&wpr_t=1736845834	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/cache/background-css/kwasu.edu.ng/wp-content/cache/min/1/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helper402c.css	(from https://kwasu.edu.ng/)
15:31:20	22168/22168	---M--	200	added ('OK')	text/css	date:Tue,%2017%20Dec%202024%2014:47:07%20GMT	https://kwasu.edu.ng/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.min.css?ver=fe0c9112	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/plugins/smart-slider-3/Public/SmartSlider3/Application/Frontend/Assets/dist/smartslider.minbaf1.css	(from https://kwasu.edu.ng/)
15:31:20	102424/102424	---M--	200	added ('OK')	text/css	date:Thu,%2009%20Jan%202025%2009:49:16%20GMT	https://kwasu.edu.ng/wp-content/cache/min/1/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit.css?ver=1736416156	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/cache/min/1/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikitfb9a.css	(from https://kwasu.edu.ng/)
15:31:21	87553/87553	---M--	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://kwasu.edu.ng/wp-includes/js/jquery/jquery.min.js	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-includes/js/jquery/jquery.min.js	(from https://kwasu.edu.ng/)
15:31:23	26404/26404	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202024%2011:54:24%20GMT	https://kwasu.edu.ng/wp-content/uploads/fbrfg/apple-touch-icon.png	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/fbrfg/apple-touch-icon.png	(from https://kwasu.edu.ng/)
15:31:24	95885/95885	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Jan%202025%2014:31:21%20GMT	https://kwasu.edu.ng/wp-json/wp/v2/pages/2136	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-json/wp/v2/pages/2136.json	(from https://kwasu.edu.ng/)
15:31:24	2277/2277	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202024%2011:54:24%20GMT	https://kwasu.edu.ng/wp-content/uploads/fbrfg/favicon-32x32.png	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/fbrfg/favicon-32x32.png	(from https://kwasu.edu.ng/)
15:31:25	1390/1390	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202024%2011:54:24%20GMT	https://kwasu.edu.ng/wp-content/uploads/fbrfg/favicon-16x16.png	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/fbrfg/favicon-16x16.png	(from https://kwasu.edu.ng/)
15:31:25	476/476	---M--	200	added ('OK')	text/html	date:Tue,%2026%20Mar%202024%2011:54:24%20GMT	https://kwasu.edu.ng/wp-content/uploads/fbrfg/site.webmanifest	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/fbrfg/site.html	(from https://kwasu.edu.ng/)
15:31:27	67249/67249	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Mar%202024%2011:54:24%20GMT	https://kwasu.edu.ng/wp-content/uploads/fbrfg/safari-pinned-tab.svg	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/fbrfg/safari-pinned-tab.svg	(from https://kwasu.edu.ng/)
15:31:27	15086/15086	---M--	200	added ('OK')	image/x-icon	date:Tue,%2026%20Mar%202024%2011:54:24%20GMT	https://kwasu.edu.ng/wp-content/uploads/fbrfg/favicon.ico	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/fbrfg/favicon.ico	(from https://kwasu.edu.ng/)
15:31:28	1524361/1524361	---MC-	200	added ('OK')	application/json	date:Tue,%2014%20Jan%202025%2014:31:21%20GMT	https://kwasu.edu.ng/wp-json/	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-json/index.html	(from https://kwasu.edu.ng/)
15:31:28	326628/326628	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Jan%202025%2009:06:33%20GMT	https://kwasu.edu.ng/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://kwasu.edu.ng/)
15:31:28	146060/146060	---M--	200	added ('OK')	font/woff2	date:Thu,%2009%20Jan%202025%2009:06:33%20GMT	https://kwasu.edu.ng/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://kwasu.edu.ng/)
15:31:30	15964/15964	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:38%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4taVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4taVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:30	9044/9044	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:38%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4kaVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4kaVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:31	135133/135133	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Mar%202024%2016:27:22%20GMT	https://kwasu.edu.ng/wp-content/uploads/2021/04/android-chrome-512x512-1.png	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/uploads/2021/04/android-chrome-512x512-1.png	(from https://kwasu.edu.ng/)
15:31:31	1454/1454	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4saVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4saVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:31	7304/7304	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4jaVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4jaVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:31	5696/5696	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4iaVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4iaVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:32	16180/16180	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B5caVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B5caVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:32	8408/8408	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B5OaVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B5OaVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:32	6544/6544	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4vaVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4vaVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:33	13976/13976	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4uaVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4uaVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:33	17300/17300	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4gaVQUwaEQXjM.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0B4gaVQUwaEQXjM.woff	(from https://kwasu.edu.ng/)
15:31:34	16064/16064	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4taVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4taVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
15:31:34	9092/9092	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2010:07:40%20GMT	https://kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4kaVQUwaEQXjN_mQ.woff	C:/Users/adebi/Desktop/2025_projects/adejoke_chatbot/Kwasu_Scrape/kwasu.edu.ng/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4kaVQUwaEQXjN_mQ.woff	(from https://kwasu.edu.ng/)
